,Sentiment,Tweet
9825,negative, Nope Walked  ORF terminal  United agent found Showed  last minute board us Many panicked people
9826,negative, On hold  minutes trying rebook Cancelled Flightled flight companion ticket Help
9827,negative,talked  manager offered pay Xs cash originally paid    
9828,neutral, If Im unable use departing flight I still use returning flight
9829,negative, glad u happy I bag traveler I entrusted u w property  u return damaged  thats best answer u have
9830,negative, Thanks means lot I verbally cussed out charged extra bag  told  I feel like dealing it
9831,neutral, traveling w rifle hunting trip pistol large rifle case too Wasnt clear freq asked questions
9832,negative, bags arent even loaded plane 
9833,neutral, well cleared customs AUH I need get IAH I arrive DFW Is possible retrieve luggage IAD
9834,negative, I hope flight  delayed flight attendant come work 
9835,neutral, oh yeah I guess two different things  weird things brain Thanks again xox
9836,negative, Cancelled Flights flight sends email saying think next flight   
9837,negative, gate attendant snobby remarks customer service like playing poker sisters kids
9838,positive, Thanks much talking me The article  chats came great  
9839,positive, Davis Youre welcome Dawn We love taking flying Lets again Again  week
9840,negative, worst company ever please fly I repeat please fly  They credit delayed
9841,neutral, would like see similar PHL 
9842,negative, Glad see know keep money pockets Thanks voucher return lost bag
9843,negative, wheelchairs
9844,negative, color confused would need call this Update procedures policies You see connecting
9845,negative, one man baggage office says I dunno HELP
9846,negative,Lines may extra long security slow seems employees quick blame customers arrive  hours ahead 
9847,neutral, Thank you But I dont understand What feedback
9848,neutral, Even  years earthquakeHaiti still needs helps rebuilding 
9849,positive, Thank responding quickly helpful tool 
9850,negative, NOW theyre even accepting calls AT ALL Come on
9851,negative, three weeks since I specifically told I would get call back folks AZ I keep patient
9852,negative, instead making seats smallerthinner u jam people flightu concentrate maint  happy customers
9853,negative, Missed UA connection due  mechanical failure UA uplink prob I lose  clients Mon How compensate
9854,neutral, California
9855,negative, like delayed bags let happen much
9856,negative, supervisor available anything
9857,negative, much longer take It guitar royal commission
9858,negative, Cancelled Flights arrivals  departures Nashville pm That weather headlines  pm  
9859,negative, I need updates flights    I hold  hours
9860,neutral, sent
9861,negative, Ive hold international award reservations almost  hours  keeps calling me going on
9862,negative, understand still able view reservation online
9863,negative, seems almost inconceivable sitting  year old alone considered okay But guy thinks so 
9864,neutral, Hi I read weather warnings East Coast US Would flight LHR SFO affected
9865,negative, free wifi flt  PBI make  hr delay Treat us right
9866,positive,  I really would love experience first class planelooks stunning
9867,negative, GF hold  hours call dropped HELP Need flight
9868,negative, Apparently mechanics flown fix planesnot assuring sign
9869,negative, flight Cancelled Flightled stuck  days Paid A boarding Refused honor rescheduled flight
9870,negative, What happening Have sitting Philly hours Pls take care Flight  Chicago At least least us know  Flight
9871,negative, got text flight Cancelled Flightled Now I  Help please
9872,negative, Handled I found tkt floor dropped someone No way  Im wheelchair  get podium
9873,negative, waiting nitrogen struts airport nozzle calibrated trying find another
9874,positive, Glad know Ill flying luv airline tomorrow 
9875,negative, trying charge us  dollars cash tickets paid months advance    
9876,positive, thank you Miss much Is link blog Or changed
9877,positive, Your crew  great job keeping everyone informed delays 
9878,negative, Hey Jetblue Cancelled Flightled flight ST Maarten JFK Stranded family baggage area lost daughters luggage
9879,negative, better keep connection ORD To FWA boards ten minutes open I get plane landed hour Late Flight
9880,positive, thank best could get rebooked Agent phone  addtl resolution DM much appreciated
9881,negative,  better someone hold hr 
9882,negative, Im sure anything building time Other promises CEO service gotten worse
9883,negative, Supposed take almost  hours ago   
9884,negative, I change flights   hours crazy please help
9885,positive, A Safety Dos Donts Announcer Flight  Midway MDW Pittsburgh PIT
9886,neutral, Virgin wifi
9887,negative, enough push crews JFK   delay counting
9888,neutral, would love go Hawaii visit pearl harbor
9889,neutral, Or how way LAXNYCarea  Is possible 
9890,negative, itd nice I could get answer even simple no would do I want know 
9891,positive, thanks
9892,positive, Big thanks Ms Winston assisting phone baggage claim issue today She really went extra mile
9893,negative, extra luggage cost 
9894,neutral, realized  advantage number used flight How I get ff miles
9895,negative, lose pilot
9896,negative, every time I try call tells try Late Flightr hangs up
9897,positive, Exciting times ahead
9898,negative, apparently plane delayed coming San Juan Monsoon today
9899,neutral, accepting s Passbook app boarding passes App works     
9900,negative, I sure hope fix  Good luck service sucks 
9901,negative, I hold  hours flight tomorrow really expect sleep night stay hold
9902,negative, My last flight Cancelled Flightled Im disappointed
9903,neutral, anything do
9904,negative, offering reroute SFO flight LAX Might geography class time
9905,negative, No let complete transaction one way Barbados NYC
9906,positive, dragonss holy fuckinf shit
9907,negative,  lost baggage heard different things different employees   said nothing
9908,negative, think guys could mess things more Never flying again
9909,neutral, also explain why I checked in US Airways site  picked Standby st I put list
9910,negative, Hopefully guys willing cover lovely car rental living chargesI love two extra days
9911,neutral, yep tomorrow
9912,negative,  characters cover reasons Im afraid
9913,neutral, planning family trip Orlando May trying figure book get best rate Any Suggestions
9914,positive, alright thank you Much appreciated
9915,negative, I miss  Ill never fly united
9916,negative, sitting runway  hours It ridiculous
9917,negative, hold two seats  flight PHX Las  delayed flight  going arrive ontime
9918,negative, Still bag CLT airport Was originally told I would pm
9919,negative,  hey guys due horrible customer service issues way I get checked bag credit
9920,negative, checked security wrong name given wrong boarding pass 
9921,neutral, announced New Route Austin wfares way 
9922,neutral,  gonna know I math test tomoro I cant concentrate 
9923,negative, We submitted customer relations form await response
9924,negative, entire system go down No IT Really
9925,negative, terrible landing 
9926,negative,  Cancelled Flight tickets thousands people like exchange rate 
9927,negative, terrible service military members families  
9928,negative, long wait icing cake Why fix reservation system confirm  get changed midtravel
9929,negative, toes whether Im going make flight back Boston tonight
9930,negative, Im sure question still remains found  crew come   flt Tks
9931,negative, Ive called  x  waited hold  min time disconnected time Enraging I need speak someone 
9932,positive, They finally gave let on After threatened send back Vegas coach Thnx
